X (mm),Y (mm),RingNumber,Angle (deg)
-273.01978470639693,-32.942330805100596,5.0,34.5404052734375
-274.5044997757406,-16.500897032295693,5.0,115.47351837158203
-275.0,0.0,5.0,164.55979919433594
-274.5044997757406,16.500897032295693,5.0,24.462589263916016
-273.01978470639693,32.942330805100596,5.0,192.41461181640625
-270.55120516760394,49.2650523429851,5.0,190.2377166748047
-258.9367428711333,92.6108157360068,5.0,359.6635437011719
-252.91323469404819,107.98099701611066,5.0,269.90435791015625
-245.97831877507898,122.96205387267098,5.0,171.68255615234375
-238.15698604072065,137.49999999999997,5.0,140.744384765625
-229.47742174278324,151.54244590306962,5.0,287.8885803222656
-219.97090388894762,165.03878769028626,5.0,175.62173461914062
-209.6716905281482,177.94038943159717,5.0,149.2779541015625
-177.94038943159717,209.67169052814816,5.0,119.93294525146484
-165.03878769028626,219.9709038889476,5.0,21.73939323425293
-151.54244590306962,229.4774217427833,5.0,88.6014404296875
-137.50000000000003,238.15698604072062,5.0,127.70793151855469
-122.96205387267099,245.97831877507898,5.0,266.9399108886719
-107.98099701611065,252.91323469404819,5.0,117.65516662597656
-92.61081573600683,258.9367428711333,5.0,117.3856430053711
-49.26505234298512,270.55120516760394,5.0,154.58697509765625
-32.942330805100596,273.01978470639693,5.0,99.17640686035156
-16.50089703229567,274.5044997757406,5.0,102.65680694580078
-1.6838893488276108e-14,275.0,5.0,93.94563293457031
16.500897032295697,274.5044997757406,5.0,359.9303283691406
32.94233080510056,273.01978470639693,5.0,359.8900451660156
49.26505234298508,270.55120516760394,5.0,48.93775939941406
92.6108157360068,258.9367428711333,5.0,354.0418395996094
107.98099701611068,252.91323469404819,5.0,28.37603187561035
122.96205387267096,245.97831877507898,5.0,322.981201171875
137.49999999999994,238.15698604072065,5.0,35.73085021972656
151.54244590306965,229.47742174278324,5.0,352.44598388671875
165.03878769028626,219.97090388894762,5.0,4.28758430480957
177.9403894315971,209.67169052814822,5.0,298.60296630859375
209.6716905281482,177.94038943159717,5.0,265.09515380859375
219.9709038889476,165.03878769028628,5.0,230.9362030029297
229.4774217427832,151.54244590306968,5.0,240.1963653564453
238.15698604072065,137.49999999999997,5.0,178.0553741455078
245.97831877507895,122.962053872671,5.0,175.3655242919922
252.91323469404816,107.98099701611072,5.0,147.37872314453125
258.9367428711333,92.6108157360068,5.0,165.448486328125
270.55120516760394,49.265052342985136,5.0,107.78592681884766
273.01978470639693,32.942330805100546,5.0,79.02529907226562
274.5044997757406,16.500897032295686,5.0,73.10171508789062
275.0,3.3677786976552216e-14,5.0,57.59492874145508
274.5044997757406,-16.50089703229562,5.0,357.6606140136719
273.01978470639693,-32.9423308051006,5.0,354.2053527832031
270.551205167604,-49.265052342985065,5.0,7.236097812652588
258.9367428711333,-92.61081573600684,5.0,303.31549072265625
252.91323469404819,-107.98099701611066,5.0,14.134511947631836
245.97831877507898,-122.96205387267095,5.0,315.0130920410156
238.15698604072062,-137.50000000000003,5.0,301.0823059082031
229.47742174278324,-151.54244590306962,5.0,287.5277099609375
219.97090388894762,-165.03878769028623,5.0,283.3681640625
209.67169052814822,-177.9403894315971,5.0,267.2834167480469
177.94038943159717,-209.67169052814816,5.0,231.71987915039062
165.03878769028628,-219.9709038889476,5.0,182.92945861816406
151.54244590306968,-229.4774217427832,5.0,183.7540740966797
137.5000000000001,-238.1569860407206,5.0,213.8015899658203
122.96205387267091,-245.978318775079,5.0,160.84808349609375
107.98099701611063,-252.9132346940482,5.0,141.2073974609375
92.61081573600681,-258.9367428711333,5.0,125.02139282226562
